concept	concept_name
C0332218	Difficult (qualifier value)
C0018989	Hemiparesis
C0017168	Gastroesophageal reflux disease
C4546415	Right renal agenesis
C0543467	Operative Surgical Procedures
C0025646	methionine
C0925334	Right temporal bone
C0222748	Structure of ramus of mandible
C0206207	Joint Capsule
C0179747	Dialysis catheter
C0237506	Chance
C0435895	Pilon fracture
C0392762	Quantitative
C0521104	permission
C0574032	Infusion procedures
C0031110	Periosteum
C0577559	Mass of body structure
C0151814	Coronary Occlusion
C0228325	Structure of massa intermedia
C0080308	Ventricular End-Systolic Volume
C4525842	Organ Craniocaudal Length Measurement
C0031941	Pineal Gland Neoplasm
C0027740	Nerve
C0738619	Right hemiscrotum
C0835016	Left popliteal vein
C0270685	Cerebral calcification
C1711128	pT1a Stage Finding
C0031843	physiological aspects
C0003615	Appendicitis
C0595695	Periarticular Route of Administration
C1764827	Isolate - microorganism
C0221245	Fissure in skin
C0232164	Cardiac function
C0009194	Bone structure of coccyx
C0001363	Acute vascular insufficiency of intestine (disorder)
C0442181	Subaortic
C0038638	Suction drainage
C0227300	Duodenal ampulla
C0223603	Lumbosacral spine
C0042034	Urination
C0085268	Bone remodeling
C1185781	Labrum
C0393984	Herniation under falx cerebri
C0205400	Thickened
C3831073	Clockwise
C0475358	Tumor tissue sample
C0037390	Snuff Tobacco
C2607832	Surgical drains
C0333039	Phytobezoar body substance
C0014008	Empty Sella Syndrome
C0458580	Tracheobronchial structure
C0021102	Implants
C0022821	Kyphosis deformity of spine
C0595613	Intraosseous Route of Drug Administration
C0024881	Mastectomy
C0010097	Corpus striatum structure
C3640032	Indefinite
C0035295	Reticulum
C0443131	Accurate (qualifier)
C0394698	Brachial plexus block by interscalene approach
C0023418	leukemia
C0226213	Structure of right middle cerebral artery
C0265857	Uhl anomaly
C1281569	Entire colon
C0205357	Smooth
C0039263	Takayasu Arteritis
C0541879	Detachment psychological
C1135847	Fractionation, Field Flow
C2336763	Cephalometric orbitale point
C4039027	Subxiphoid approach
C0492124	Cable Device
C1334977	Non functioning pancreatic endocrine tumor
C0223176	Seventh cervical vertebra
C0038257	Stent, device
C0226455	Structure of profunda femoris artery
C0241816	Global brain atrophy
C0267179	Gastrocolic fistula
C0008707	Chronic osteomyelitis
C1854780	Flaring of rib cage
C0303611	technetium 99m
C0263905	Subluxation of atlantoaxial joint
C0264184	Degenerative spondylolisthesis
C1837082	Metaphyseal cupping
C0443223	Free-floating
C0018946	Hematoma, Subdural
C0935623	anatomical pole
C3489397	Immunoglobulin Fv Fragments
C4531179	Uterine arteriovenous malformation
C0227932	Structure of suspensory ligament of penis
C1880852	Material Frayed
C0183046	Right ventricular assist device (physical object)
C0333516	Tumor necrosis
C0182494	Mitral valve prosthesis
C4023543	Conical primary incisor
C0206709	Cystadenoma, Serous
C0205246	Generalized
C0011813	Dextrocardia
C0009566	Complication
C1260970	Tracheal tube
C0224792	Structure of subacromial bursa
C0225969	Structure of parietal pericardium
C0226742	Structure of superior mesenteric vein
C0224424	Structure of gluteus maximus muscle
C0267358	Duodenal fistula
C0015302	External exotoses
C0441729	Type 1
C0003015	Angiotensin-Converting Enzyme Inhibitors
C0035085	Renal infarction
C1283707	Occipital nerve
C0226248	Structure of left posterior cerebral artery
C0182638	Radiopharmaceuticals
C0024128	Lung Transplantation
C0205106	Transverse - anatomical location
C0409961	Arthritis associated with another disorder
C0447556	Neck of pancreas
C0507851	Wall of aorta
C2348819	Triple-Negative Breast Cancer Finding
C0520594	Breast Microcalcification
C1306459	Primary malignant neoplasm
C0694678	Right vastus lateralis
C0344954	Ventricular septal aneurysm
C0018023	Nodular Goiter
C0179605	Cardiac compression board
C0226025	Structure of infrarenal aorta
C0205950	Calvaria
C0879203	pigtail catheters
C1261082	Left coronary artery structure
C0226920	Structure of retromolar area of mouth
C0220934	Ultrasonic
C1880731	Fanconi Anemia Group J Protein
C0229298	Right ear structure
C0151744	Myocardial Ischemia
C0520484	Xenograft procedure
C0161398	Optic Nerve Injuries
C0011311	Dengue Fever
C1167033	symbiont-containing vacuole
C0836311	Portal venous tree
C0027724	Percutaneous insertion of nephrostomy tube
C0205081	Moderate (severity modifier)
C1608415	Adenomyomatosis of gallbladder
C0876926	Traumatic Brain Injury
C0447028	Structure of intracranial artery
C1317608	Perineural spread
C0338271	Octreotide Pamoate
C0546333	Right pneumothorax
C0040112	thymus extracts
C1839253	Mild scoliosis
C0002871	Anemia
C0226722	Structure of right testicular vein
C1511606	Cystic Lesion
C1517281	Focused Ultrasound Therapy
C0683305	cheating
C0734073	Left inferior phrenic artery
C0678579	Brown color
C0205320	Pedunculated
C0225436	Superior nasal turbinate structure
C0734002	Wall of jejunum
C1565489	Renal Insufficiency
C0230346	Right upper arm structure
C0015811	Femur
C0041618	Ultrasonography
C1855895	Erlenmeyer flask deformity of the femurs
C0016052	Fibromuscular Dysplasia
C0752304	Hypoxic-Ischemic Encephalopathy
C1184738	Set of regional lymph nodes
C4682437	Oligometastasis
C0152013	Adenocarcinoma of lung (disorder)
C0025473	Structure of mesenteric vein
C0278403	Subcutaneous Tissue
C0582820	Medial rectus muscle structure
C0744743	Hemiarthroplasty
C0221099	Impaired
C0231807	Dyspnea on exertion
C0459943	Bone structure of C5
C0019064	Hemopericardium
C0338437	Neurocysticercosis
C0334520	Teratoma, Malignant
C0840564	Rupture of bladder
C0439850	Inverse
C0227054	Mandibular left third molar
C0556956	Cervical region (surface region of back)
C2984916	Best Case Imputation Technique
C0205386	Descending
C0013103	Drainage procedure
C2825206	Tissue Mitral Valve
C1333768	Gastric Gastrointestinal Stromal Tumor
C0020615	Hypoglycemia
C0006935	capsule (pharmacologic)
C0230353	Right elbow region structure
C0205498	suprapubic approach
C0042027	Urinary tract
C4524690	Sharp Edges
C1739389	Urachal Remnant
C0205092	Unilateral
C0392476	Epiphyseal dysplasia
C0017797	glutamine
C0206635	Myelolipoma
C0426012	Height of uterine fundus
C1512628	Imaging agent
C0023928	Lobectomy
C1184923	Lumbar lordosis
C0042458	Inferior vena cava structure
C0026018	Microscopy
C0023078	Larynx
C0332468	Honeycomb appearance
C0699756	Intimate (qualifier value)
C0596836	Light intensity
C0521091	Confirmation of
C0266631	Accessory spleen
C0853031	Benign Hair Follicle Neoplasm
C0013930	Embolism, Tumor
C0431478	Posteriorly rotated ear
C0441615	Patch repair
C0039452	Telencephalon
C0225988	Structure of small blood vessel (organ)
C0449445	Approach
C0557061	Discussion (procedure)
C0925962	Right cheek
C1882150	Opacification of Medical Device Material
C2960101	Lymphomatous infiltration
C0734739	Parenchyma of right kidney
C1300196	Organized
C3686820	Passive
C0035330	Structure of blood vessel of retina
C0400751	Dilatation of bile duct (procedure)
C0559228	Right lateral decubitus position
C0226709	Structure of left suprarenal vein
C0056170	compactin
C0276653	Invasive Pulmonary Aspergillosis
C0731141	GTN
C0222017	Abdominal skin pouch
C0553548	Necrotizing Arteritis
C0282193	Iron Overload
C0073361	RID
C0205380	Walled
C0595447	Transcervical route
C0014306	Enophthalmos
C0227682	Structure of right ureter
C0347633	Laceration of liver
C0021640	Insula of Reil
C0014661	Equine Infectious Anemia
C0334129	fibrotic
C0205549	Series
C1183135	Main portal venous trunk
C0011999	Diastematomyelia
C0227391	Sigmoid colon
C0152405	Optic tract structure
C1265661	Lateral dislocation
C0024202	Lymph
C0205196	Communicating
C0206696	Carcinoma, Signet Ring Cell
C4479377	Cortical destruction
C0206620	Lymphangioma, Cystic
C0205440	Sixth
C0017681	glottis
C4054192	Peritumoral Brain Edema
C1122962	gefitinib
C2243080	Intestinal necrosis
C0043250	Injury wounds
C0227187	Upper third of esophagus
C0027061	Myocardium
C0432084	Cleft of primary palate
C0205098	Medial
C0444669	Core
C0441503	primary closure
C0020746	Ice
C0934302	Left parietal bone
C0026367	Molar tooth
C0264766	Rheumatic mitral stenosis
C0038449	Stricture of artery
C0226737	Structure of left gastric vein
C0460026	Lower jaw region
C0031019	Perianal abscess
C0023652	Lichen Sclerosus et Atrophicus
C0475440	Tumor size
C0154933	Adhesions of iris
C0031048	Pericarditis, Constrictive
C1263846	Attention deficit hyperactivity disorder
C0025312	Meningomyelocele
C0032649	Structure of popliteal artery
C0225758	Structure of lower lobe of lung
C1998827	Respiratory Status
C1179583	Wall of orbit
C0003765	arginine
C0337141	Shaft (site)
C0332197	Absent
C0521169	Compression fracture
C0003803	Arnold Chiari Malformation
C0682708	White matter
C0229583	Structure of isthmus of thyroid gland
C0556640	MBq
C0032568	Inflammatory polyp
C0015733	Feces
C0019557	Hip Fractures
C0205065	Ovarian
C0226901	Hard Palate
C0011849	Diabetes Mellitus
C0223657	Structure of ischial spine
C0007133	Carcinoma, Papillary
C0449215	aVF
C0019046	Hemoglobin
C3536714	Renal dysplasia
C2930473	Balloon Tamponade
C0457756	Tooth absent
C0230388	Index finger
C0024248	Lymphocele
C0085649	Peripheral edema
C0267760	Mesenteric abscess
C0183309	Simulators
C0459950	Bone structure of T5
C3686616	Structure of mesenteric adipose tissue
C0020437	Hypercalcemia
C0037304	Skull Fractures
C0041633	Umbilical cord structure
C0021308	Infarction
C4025145	Cortical irregularity
C0441989	Ipsilateral
C0233315	Premature birth of newborn
C0700135	distorted
C0810635	spinal cord stimulators
C0228021	Structure of left epididymis
C0026846	Muscular Atrophy
C0043189	Wing
C0332907	Congenital absence
C0149781	Spontaneous pneumothorax
C0750164	venous access
C0004170	Cervical Atlas
C0302583	iron
C2350529	Pulmonary Aspergillosis
C4724368	Catheter Balloon Diameter
C0439836	Conversions
C0238729	Mass of axilla
C0030305	Pancreatitis
C0472376	Thalamic hemorrhage
C0262461	Eccentric visual fixation
C0265905	Agenesis of pulmonary artery
C1179850	Antero-inferior
C0007637	Inclusion Bodies
C0267537	Typhlitis
C0015252	removal technique
C0458075	Well baby
C2733597	Right superior vena cava
C0030054	oxygen
C0334094	Proliferation (morphologic abnormality)
C0023693	Light
C1705492	Missing
C0018810	heart rate
C0277556	Recurrent disease
C0338586	Vertebral Artery Dissection
C0013216	Pharmacotherapy
C3273046	Intrahepatic Large Bile Duct
C0013080	Down Syndrome
C0029383	osmium
C2698969	Canadian Cardiovascular Society Grading Scale Class III
C0227900	Right fallopian tube
C0227075	Mandibular right third molar tooth
C0027086	Myoma
C0023267	Fibroid Tumor
C0038358	Gastric ulcer
C0544755	Genu varum
C0521158	Recurrent tumor
C0524414	Structure of condyle
C1561656	Aseptic loosening
C0032131	Plasmacytoma
C0205770	Choroid Plexus Papilloma
C0004763	Barrett Esophagus
C0027430	Nasal Polyps
C0442119	Intraoral approach
C0024661	Mammary Arteries
C0162857	Structure of radial artery
C4531264	Nasopharyngeal teratoma
C0021845	Intestinal Perforation
C0225536	Thyrohyoid membrane
C0010592	cyclosporine
C0043047	water
C0004030	Aspergillosis
C0241311	post operative (finding)
C0205318	Uncontrolled
C0003872	Arthritis, Psoriatic
C1522058	Coagulative necrosis
C0224173	Scalenus anterior muscle
C0264972	Aneurysm of hepatic artery
C0000726	Abdomen
C0030274	Pancreas
C2827483	Fixed Specimen
C0929193	Right hemidiaphragm
C0431649	Vaginal septum
C0450964	Aortic graft
C0152020	Gastroparesis
C0302587	Radio-Opaque acrylic resin
C0521378	Biliary
C0004526	Structure of azygous vein
C0015935	Fetal Heart
C0006655	Bone structure of calcaneum
C0574895	Ectopic
C0230278	Lesser Pelvis
C0228590	Spinal cord anterior gray column
C0003489	Aortic arch structure
C0158683	Polycystic liver disease
C1706276	Near
C0205242	Cleaved
C4763278	Lisfranc ligament
C0224376	Internal Abdominal Oblique Muscle
C4684527	Supraclavicular Fossa
C1855000	Agenesis of central incisor
C0934569	Hemithoracic structure
C0013291	Duodenal Neoplasms
C0016658	Fracture
C0235982	Stricture of bile duct
C0268800	Simple renal cyst
C0149507	Orbital Cellulitis
C1522425	Longest
C0598179	Cingulate Cortex
C0332555	Filling defect
C0333607	dystrophic
C1947920	Papillary fibroelastoma
C5139442	Retropharyngeal hemangioma
C0231953	Lung volume
C4254428	Left cerebral peduncle
C0230230	Structure of gastrosplenic ligament
C0735435	Left pubis
C1389016	ATRIOVENTRICULAR CANAL DEFECT
C0162301	Calculus in urethra
C0027794	Neural Tube Defects
C0079748	Precursor cell lymphoblastic lymphoma
C0017638	Glioma
C0041625	Ultraviolet Rays
C0227794	Fornix of vagina
C0227626	Structure of inferior renal segment
C0524425	inside the blood vessel
C0012655	Disease susceptibility
C0011155	Deficiency
C0473124	Perinephric hematoma
C0022005	iohexol
C0442143	Paratracheal
C0020417	Hyoid bone structure
C0231287	Postoperative state
C1179701	L4 Segmental Innervation
C0151994	Enlarged uterus
C1179692	T8 innervation
C0006666	Calciphylaxis
C0038930	Surgical Mesh
C0205341	Repeat
C0339143	Thyroid associated opthalmopathies
C1184146	Basilar
C0849453	fixate
C4761390	Round Nodule
C0342208	Multinodular goiter
C0564457	percutaneous nephrostomy procedure
C0225951	Structure of posterior leaflet of mitral valve
C1179695	T11 innervation
C0925421	Left zygomatic bone
C0447052	Pulmonary bifurcation
C4528332	Distal Femur R1
C0026654	Moyamoya Disease
C0332288	Without
C0521329	Spinal
C0035243	Respiratory Tract Infections
C4274828	Anterior nasal spine
C3275073	Coronary Artery Right Dominance
C4725660	Maximum Inflated Stent Diameter
C0428818	Mitral valve area
C1562113	Fleck corneal dystrophy
C0334357	Papillary cystic tumor
C0226436	Common interosseous artery
C0456603	Ratio
C0012813	Diverticulitis
C0230138	Thoracic outlet
C0266362	Ambiguous Genitalia
C0439475	mmHg
C1182755	Set of left atrial veins
C0149573	Structure of posterior inferior cerebellar artery
C0205239	Dissecting
C3640709	Right Posterior Descending Artery
C1302316	Subcostal long axis view
C0023473	Myeloid Leukemia, Chronic
C0588198	Bone structure of proximal tibia
C1512806	Intake
C0029266	Mental Orientation
C1517569	Intraventricular
C0023529	Leukomalacia, Periventricular
C3686617	Structure of peripancreatic adipose tissue (body structure)
C0222598	Upper outer quadrant of breast
C0272677	Fracture of metacarpal bone
C3640144	Tumor Bed
C0267869	Bile duct calculus
C0019284	Diaphragmatic Hernia
C4725840	Muscle Invasion
C0927222	Parenchymatous organ
C1297911	Right lumbar region
C0439667	Granulomatous
C0225000	Structure of interspinous ligament
C0743516	endometrial thickening
C4510264	Bisphosphonate therapy
C0025323	Menorrhagia
C1527180	Dominant
C0039520	Tenosynovitis
C0032001	Pituitary Apoplexy
C0392514	Hereditary hemochromatosis
C3854629	Tendon thickening
C3163631	Rostral
C0041602	Structure of ulnar nerve
C0521108	Recovering from
C0280131	Ovarian Teratoma
C0226262	Structure of left subclavian artery
C0333128	Open comedone
C0241374	Thigh pain
C0439825	Auditory
C5139173	Apical pulmonary opacity
C0011945	Physical Dialysis
C0229966	Structure of right half of body
C0224361	Structure of trapezius muscle
C0729536	Uterine Artery Embolization
C0035067	Renal Artery Stenosis
C0243107	development aspects
C0231220	Symptomatic
C0017525	Giant Cell Tumors
C0036700	Septum Pellucidum
C0158300	Adhesive Capsulitis
C0225516	Postcricoid region
C0440138	Amalgam (silver) dental filling material
C0556615	Paint thinners
C3887590	Stricture of ureter
C3821153	left posteriolateral flagellum
C0443318	Sustained
C0038137	standards characteristics
C0221912	Cutaneous
C0046581	2-tolidine
C1268087	Upper body structure
C4281784	Electronics discipline
C1709024	Micronodular thymoma with lymphoid stroma
C0226092	Structure of left external carotid artery
C0178879	Urinary tract obstruction
C0178282	Hernia of abdominal cavity
C0595836	Intrathoracic Route of Drug Administration
C0552389	Cross-section
C0702249	Infiltration (procedure)
C1882332	Periampullary Region
C1512934	Intradiscal Route of Drug Administration
C0027497	Nausea
C4086866	Splayed
C0223628	Structure of spine of scapula
C0521407	Subependymal
C0038353	Gastric Dilatation
C0004607	Background Radiation
C0226037	Structure of circumflex branch of left coronary artery
C0443157	Bony
C0018944	Hematoma
C0439479	sq. cm
C0227149	Pharyngeal wall
C0265780	Congenital absence of lung
C0011646	Dermis
C1268088	Lower body structure
C0005417	Biliary Fistula
C0179583	Venous cannula
C1333190	Cystic Neoplasm
C0475276	Tumor Volume
C1184889	Opisthion
C0205313	Original
C0334532	Venous hemangioma
C0228219	Left occipital lobe structure
C0223866	Structure of lesser trochanter of femur
C5139172	Signet ring sign
C0750480	Count
C0439858	Conventional
C1553635	Maxillary right first molar abutment
C1849766	Periportal fibrosis
C0700198	Pulmonary aspiration
C0332711	Fracture, oblique
C0230075	Left side of neck surface
C4551649	Congenital Dysplasia Of The Hip
C0923143	Right middle meningeal artery
C0577871	Mitral valve vegetations
C1518897	Parieto-Occipital Artery
C0001962	ethanol
C4684617	Data Capture
C0041316	Lymph Node Tuberculosis
C0178391	breast implant procedure
C0398368	Lymphatic Abnormalities
C0270639	Lateral Sinus Thrombosis
C0441290	Metal stent
C0042295	Values
C3640796	Image Plane
C0085221	Structure of psoas muscle
C0266294	Unilateral agenesis of kidney
